salary,commission,age,gender,marital,elevel,car,zipcode,creditscore,hvalue,hyears,loan,group
130491,0,38,f,k,3,18,1,425,122918,19,63017,1
81137,0,59,m,d,3,1,1,556,61906,2,497274,1
126878,0,64,f,m,2,17,8,802,855499,7,488566,0
100364,0,70,f,d,0,16,1,755,86336,7,407536,0
53683,26688,26,m,s,4,4,6,409,882813,6,143382,1
36274,37118,74,f,d,0,13,0,635,0,26,101894,1
106769,0,77,m,m,3,5,6,796,358230,1,234256,0
96324,0,57,m,m,2,8,0,752,0,21,311158,1
114131,0,31,m,m,1,16,1,589,56057,2,384911,0
36496,53169,58,m,?,4,14,5,302,396368,21,318764,0
45129,13654,37,m,d,0,4,8,453,1199043,2,244139,1
141969,0,43,f,d,4,6,3,441,268335,14,135799,1
96535,0,66,m,s,3,13,8,423,935326,22,265470,1
114135,0,66,f,d,3,5,5,354,694531,13,164960,1
122346,0,47,m,m,3,9,3,454,329699,1,210332,1
53186,43998,70,m,d,1,18,8,504,410294,30,499060,1
69098,33636,24,m,k,3,2,4,652,369990,26,100044,0
32430,45028,79,f,k,4,19,2,673,272147,18,11498,1
75354,0,20,f,k,3,4,0,517,0,26,34004,1
116850,0,75,m,s,1,11,2,735,281721,26,392763,1
59051,27167,80,f,s,0,14,2,480,267757,29,249842,0
111380,0,80,f,d,3,4,9,664,577502,6,2209,1
21148,48607,66,f,m,3,11,7,824,852309,15,?,1
37785,71342,76,m,s,0,12,4,640,406625,12,304210,1
61698,45025,33,m,m,0,18,4,434,477964,27,278690,1
61992,55820,68,f,m,1,6,9,550,597622,23,465246,0
41743,22932,74,m,d,0,15,2,815,269980,23,15804,1
94945,0,30,f,m,3,11,0,625,0,25,120031,1
90989,0,79,m,m,3,3,0,394,0,13,140753,0
130875,0,52,m,m,4,4,1,493,64511,22,100067,0
77156,0,24,f,m,4,11,4,598,356926,13,363267,1
130016,0,?,f,s,4,20,0,452,0,?,364440,1
110935,0,80,m,k,1,2,4,711,334567,23,183995,0
71259,39356,78,f,k,2,5,6,739,714160,12,292196,0
91748,0,48,f,d,3,4,8,749,413497,11,203049,0
100847,0,60,m,d,4,?,3,473,372419,20,435892,0
36213,67214,60,m,k,0,2,2,486,163790,6,466269,0
147653,0,47,f,k,0,20,4,480,591371,22,363052,1
20108,13670,?,f,k,2,?,5,776,333576,21,496807,0
143865,0,72,m,k,3,14,8,575,474786,25,412050,1
24749,48186,46,f,m,4,2,0,760,0,20,142996,0
41544,39270,41,f,m,1,16,2,572,129702,2,311272,1
140218,0,32,m,m,4,18,8,562,991973,10,391591,0
59951,35969,42,m,k,1,18,7,637,971341,9,242401,1
148778,0,49,f,k,2,17,7,805,903079,23,12345,1
31289,49891,23,f,d,0,6,6,313,346776,6,136466,1
57284,?,63,f,s,1,16,1,312,85451,17,226848,0
117039,0,58,m,d,0,4,4,654,516784,14,685,1
143212,?,32,f,k,0,3,2,462,149035,29,424160,0
147542,0,48,?,k,1,10,3,344,361060,27,316849,1
123094,0,48,m,k,3,10,0,757,0,28,104134,0
27776,42284,78,f,m,0,5,7,449,748319,1,129762,1
27121,11498,66,f,k,0,18,2,797,276767,20,3931,1
96629,0,?,f,m,3,13,8,305,646171,25,206018,1
85882,0,?,f,m,4,2,8,443,880217,3,362345,0
142017,0,80,f,m,0,18,9,602,1104399,24,225661,0
128658,0,45,f,s,2,10,5,697,369793,11,475077,1
68306,55122,62,f,k,1,8,6,846,779514,18,364237,0
69282,14912,77,m,m,4,19,1,771,81431,19,36382,1
144825,0,48,f,s,0,20,1,702,57054,15,26543,0
40418,56328,20,m,k,4,12,2,667,124279,24,?,0
35802,70830,57,f,k,4,16,6,680,366805,6,158291,1
24602,12863,27,f,k,4,9,1,811,131087,24,459147,0
50187,19350,72,m,k,3,3,5,683,448321,24,483805,0
69451,28983,73,m,d,3,15,6,667,421320,4,200700,1
87372,0,37,m,k,3,10,4,762,465365,3,183082,1
140977,0,37,f,m,0,7,5,684,580820,18,297943,0
127254,0,60,f,s,4,5,2,703,112747,27,288207,1
102942,0,54,f,k,1,9,7,569,659897,14,352324,0
123512,0,65,f,k,2,14,8,?,1061132,21,209581,0
142775,0,45,m,d,1,9,7,820,374704,3,403641,0
75486,0,33,f,m,1,7,6,618,416443,15,493816,0
127293,0,60,f,s,4,19,9,505,787109,7,56103,0
142853,0,24,f,s,3,7,2,581,295977,28,197202,0
22951,47882,25,m,m,2,4,1,794,142146,11,353616,0
58200,13202,27,f,k,2,16,3,487,365253,23,465198,0
66533,26421,32,f,d,3,17,3,736,434238,5,167175,1
65469,39187,56,m,s,4,11,8,815,567558,2,148120,0
131947,0,67,f,s,0,18,3,612,173904,4,130548,1
83069,0,34,m,m,2,14,9,424,577413,23,185086,1
84494,0,76,m,m,2,2,1,850,129890,7,172470,0
31283,32680,28,f,d,4,16,3,612,414994,16,348253,0
64520,30018,29,m,k,4,16,6,466,684356,2,360127,0
64289,32017,55,m,m,2,4,9,835,503798,28,442804,0
117911,0,35,m,s,0,11,3,529,198911,13,246765,1
57793,45612,61,m,k,4,15,2,670,123850,12,376491,1
23242,25269,20,f,s,2,9,0,569,0,24,27366,0
113390,0,23,m,s,1,2,5,794,504454,9,37627,1
123180,0,41,m,s,1,19,4,659,298031,5,324824,0
126924,0,50,m,m,0,19,6,301,635201,21,277831,0
36177,36962,70,?,k,2,12,1,449,?,21,162501,0
129947,0,63,m,m,4,14,6,327,799353,21,480624,0
139281,0,38,m,d,3,20,7,655,876005,15,48612,0
137979,0,34,m,m,1,19,5,672,583720,27,451903,0
41527,28959,47,f,m,4,4,4,844,263460,9,416364,0
137767,0,31,m,s,4,6,7,736,898472,17,106452,1
94686,0,76,f,d,2,14,3,647,233264,2,244655,0
?,0,50,f,k,0,13,2,483,138913,3,464839,0
133249,0,?,m,m,1,10,0,558,0,21,212923,0
63919,13445,42,f,m,2,14,8,670,837348,7,364575,1
29836,54728,47,m,d,2,2,2,751,108555,2,123242,0
20317,54483,32,m,m,2,6,1,524,56416,26,270017,0
100024,0,68,m,d,1,14,0,561,0,23,44631,0
33241,19603,70,m,s,4,18,0,514,0,11,281798,1
131901,0,56,f,d,1,19,6,579,438827,24,167522,1
44155,47763,80,f,s,0,17,4,598,296529,14,24197,0
78458,0,56,f,s,4,6,3,832,165874,18,101442,0
69874,37472,22,m,d,0,10,7,789,786516,7,442201,1
69445,11986,53,m,k,4,5,0,718,0,15,144819,0
21213,53402,79,m,m,0,3,4,473,477708,3,224373,0
82629,0,57,m,s,3,11,6,583,406263,16,166509,0
82993,0,64,m,s,4,7,4,368,512331,24,143488,1
60460,18267,43,m,d,4,12,4,428,418658,14,270943,0
109322,0,62,f,d,4,5,9,483,1253646,14,262370,0
93420,0,78,f,s,0,17,4,352,451396,6,252886,1
?,0,78,m,s,1,3,7,606,894723,14,390979,1
41908,43757,38,m,m,0,14,8,729,1131231,1,446702,0
140491,0,55,f,k,0,6,8,509,1126985,20,192626,1
39351,53179,75,m,d,3,15,8,819,671833,7,241906,0
70287,11617,38,f,m,4,13,1,581,66840,8,365825,1
118461,0,26,m,s,3,12,1,804,147105,17,249918,1
?,19798,75,f,m,4,17,7,?,616401,6,71632,1
90879,0,66,f,s,0,7,7,510,449118,28,84466,0
98264,0,60,f,s,0,18,1,599,128067,28,142653,1
145665,0,46,f,d,0,19,1,723,59402,11,398791,1
32461,53374,53,m,k,0,12,5,775,653176,19,292052,0
25574,51085,46,f,d,2,2,6,745,555809,29,219275,0
134814,0,57,f,d,4,16,7,643,576086,21,343790,0
39353,71057,63,f,d,4,17,4,311,285817,3,317797,0
28472,27333,69,m,d,0,7,2,652,269686,26,99913,1
126351,0,47,m,s,2,1,1,736,?,8,444717,0
92773,0,65,m,s,0,9,5,843,701817,3,436016,1
132715,0,55,m,m,2,16,7,667,714903,28,426290,0
90780,0,25,f,d,4,3,7,838,587221,6,465849,0
137064,0,23,m,m,2,10,4,489,572965,13,479821,0
87481,0,78,m,m,1,16,1,460,126633,13,100667,0
87592,0,61,f,m,1,7,0,591,0,2,157496,0
137590,0,37,m,d,0,6,7,581,439691,29,328027,0
53109,60687,78,m,d,1,9,0,517,?,22,57949,1
102012,0,53,m,s,1,18,6,417,770507,16,144192,0
142831,0,25,m,k,2,8,3,447,238512,24,210539,0
33977,28935,68,m,d,4,5,0,734,0,5,87256,0
138683,0,43,m,k,1,15,6,380,674851,13,255918,1
130641,0,23,f,d,3,5,3,343,158885,2,71087,1
127991,0,59,f,s,0,20,3,362,273306,6,459267,1
48595,70106,34,f,s,2,11,9,850,509996,?,415378,0
70637,41853,58,m,d,1,4,0,735,0,26,323316,1
100809,0,75,f,m,1,13,1,525,148095,28,344604,0
66156,14812,62,f,m,4,1,8,301,868396,26,315928,0
30851,?,43,m,m,4,13,4,556,371922,17,353458,0
60756,67401,56,f,m,1,3,9,495,1099914,11,78573,0
46507,30134,21,m,?,1,16,7,506,966467,16,56020,1
56890,60188,22,f,s,4,3,9,730,525006,3,228494,1
149267,0,46,m,m,3,9,4,670,566354,27,210042,0
61775,67039,44,f,s,0,19,2,800,252236,23,362733,1
142120,0,70,m,s,0,1,0,486,0,1,356220,1
58001,58384,30,f,k,4,17,9,432,483731,8,159696,0
?,0,63,f,m,2,7,2,514,287572,11,440030,0
101336,0,62,f,s,1,18,1,751,100267,15,?,1
127824,0,49,?,m,2,2,1,843,117433,19,410325,0
127290,0,45,m,m,1,10,6,708,824689,2,266430,0
99840,0,?,m,s,4,4,5,632,577016,29,240773,1
42635,66109,56,f,k,3,6,3,640,331067,14,27520,1
126813,0,46,f,m,2,9,?,726,787943,28,319188,0
137392,0,37,m,s,0,14,0,372,0,19,258622,1
51199,18982,58,m,s,4,13,5,672,388363,23,148988,0
136841,0,75,f,k,4,19,0,?,0,4,155068,1
73975,58073,78,f,k,3,1,9,658,1344443,23,37157,1
108140,0,53,f,d,2,11,3,625,254649,10,69501,1
79869,0,80,m,d,3,14,1,609,117237,26,184908,1
119034,0,70,f,s,2,13,5,622,314204,14,252200,0
91363,0,67,f,d,4,18,4,716,209827,23,441457,0
145804,0,63,f,k,2,9,7,504,821086,14,490212,0
94036,0,67,m,m,2,18,4,750,537963,3,460822,0
87844,0,68,f,k,3,13,?,744,563368,19,234981,0
25300,48417,25,m,m,1,14,4,745,283959,2,314060,0
99999,0,23,f,s,2,2,4,390,328670,22,385652,0
100228,0,22,f,?,0,12,9,708,1190578,9,454408,0
124854,0,62,m,d,4,17,6,829,354351,3,192303,0
129589,0,30,f,s,3,13,1,419,124609,18,392478,1
71477,40692,67,m,s,1,12,4,373,207235,28,83835,1
133535,0,77,m,s,1,14,9,791,523766,25,13018,1
25532,47315,63,f,s,1,9,4,703,567272,16,266110,0
83266,0,23,m,k,3,17,5,751,327319,26,106481,0
126264,0,30,m,m,0,3,6,381,639676,30,264483,0
34904,52652,77,m,k,3,5,3,?,358623,3,196449,1
26375,63761,58,m,s,1,12,7,513,958295,9,218190,0
98223,0,?,m,m,0,4,8,666,951604,5,281572,0
103578,0,78,m,d,0,17,7,653,849794,5,21814,0
113761,0,40,m,m,1,7,6,589,620355,12,81208,1
141088,0,31,f,m,1,12,5,687,564389,30,413506,0
72151,74169,79,f,s,2,8,3,597,213226,21,249532,0
79419,?,28,m,k,0,11,8,438,566812,13,331168,1
59202,58152,40,?,d,1,18,1,352,112537,11,131645,1
75074,0,44,f,s,2,13,7,358,872436,25,96880,0
93378,0,58,m,k,1,1,7,504,906615,21,69016,1
120173,0,60,f,m,4,9,3,450,162774,3,438586,0
126164,0,75,m,m,0,1,2,845,191128,10,?,0
119908,0,21,f,d,1,17,8,722,733401,27,10118,0
44823,47475,74,f,s,0,12,9,637,1194275,25,31110,0
98145,0,61,m,s,4,18,3,459,230903,12,6030,1
50882,47869,58,f,m,2,5,5,494,435141,1,182542,1
98909,0,47,m,s,?,12,9,736,1052763,9,204829,0
134838,0,57,?,k,4,20,6,679,485967,22,55484,1
70849,56369,52,f,m,4,17,5,643,445724,27,212986,0
59310,13087,22,m,s,3,20,4,454,359677,22,190003,1
72324,12309,61,m,s,0,4,8,742,598389,10,208762,1
55233,60797,80,m,s,0,20,6,682,?,26,76919,1
21248,68826,42,m,d,1,17,6,615,?,28,493893,0
56877,49800,55,m,s,1,20,4,388,504636,26,381029,0
144404,0,40,f,d,3,20,9,584,1165686,11,277655,1
84049,0,45,m,d,2,3,4,516,372273,11,?,1
65326,61751,59,f,k,3,17,2,317,244789,?,99172,1
24716,28454,65,m,d,1,4,3,372,318285,14,460499,0
51423,42041,40,f,d,4,20,5,500,645118,19,171212,0
144982,0,43,m,k,0,18,4,635,273760,13,158035,0
80325,0,73,f,m,4,1,6,564,776525,23,360912,0
123385,0,26,m,k,3,3,0,599,0,24,54642,0
62970,50621,33,f,m,2,3,7,769,365020,9,469581,0
120564,0,76,m,d,1,3,7,798,615903,11,148081,0
103492,0,36,f,m,0,15,1,446,105266,10,150011,0
100093,0,50,m,d,2,1,4,413,534626,15,256759,0
29070,25921,68,f,s,3,16,9,818,937979,22,351262,1
27092,10208,49,f,s,0,12,5,825,262911,25,139487,0
86871,0,58,f,m,?,6,9,631,575541,3,41397,1
45548,57184,71,f,d,2,?,2,418,177196,23,464094,0
119459,0,78,f,d,0,9,2,833,114434,19,404044,0
123298,0,51,m,s,3,9,6,572,464728,?,318450,0
70822,55719,76,m,k,4,4,2,708,204422,9,27339,1
93928,?,46,m,s,4,13,2,559,200382,28,428205,0
80016,0,37,f,m,1,20,5,?,403708,30,324235,1
78878,0,79,m,k,2,5,4,697,527151,27,38564,1
98989,0,76,m,s,3,20,7,830,755550,25,175475,1
56418,34188,55,f,k,3,6,2,790,281028,19,191231,1
101067,0,43,m,s,1,4,8,368,1165978,14,439082,0
37650,47784,69,m,m,3,3,8,533,889990,29,67673,1
46993,50476,20,?,k,2,10,8,349,518178,25,379409,0
137813,0,30,m,s,1,12,?,535,1244812,4,246615,1
42338,11917,71,f,d,4,13,4,668,593077,27,209611,0
135860,0,42,f,m,2,2,7,732,726626,22,337621,0
68972,45626,79,m,d,4,19,5,576,455671,28,473644,1
32076,58021,44,f,d,4,9,7,?,501455,8,430346,0
51284,19377,27,m,k,4,11,0,607,0,29,474202,0
31334,63124,33,f,m,4,19,0,427,0,8,52318,1
118018,0,60,f,k,3,9,0,526,0,?,418869,0
65375,73147,60,f,m,4,12,0,727,0,1,442401,0
26480,40154,78,m,s,0,8,0,370,0,3,35000,1
83986,0,61,f,d,3,19,2,750,193302,21,271089,0
121316,0,61,?,d,3,9,2,508,219233,3,328615,0
26833,67818,35,m,k,4,9,2,470,217053,6,482550,1
94771,0,65,m,s,?,1,9,446,1171891,6,65148,1
103999,0,29,m,s,1,9,1,725,94138,5,175259,1
130217,0,28,m,s,2,4,3,734,369903,17,112397,1
28648,67254,72,f,k,3,17,8,734,959535,27,?,1
35210,61532,44,f,m,0,4,8,443,1158249,12,25299,1
138362,0,62,m,s,4,14,0,436,0,16,238677,1
27066,29586,49,m,s,3,14,4,?,573133,8,183016,0
56276,55150,69,m,m,2,9,7,380,979425,17,65429,1
94661,0,20,m,d,4,2,1,552,67603,27,91795,1
69990,26176,36,f,m,1,16,0,409,0,26,360245,1
57586,40524,67,f,k,3,7,9,814,699895,10,498530,0
130256,0,50,m,k,3,16,5,368,356048,23,131635,1
141913,0,71,f,d,3,3,4,464,325216,13,76055,1
93738,0,51,m,d,1,5,6,638,449360,11,16693,1
97575,0,69,m,s,4,13,7,501,707494,30,21166,1
21816,38558,54,f,s,2,16,8,664,1059791,11,89582,0
47146,73125,50,f,d,4,10,8,436,1001072,20,490818,0
50654,41262,57,m,m,0,3,6,743,512634,16,185639,0
69221,47445,23,m,s,1,18,3,596,318031,27,180856,1
102584,0,36,m,m,4,1,9,624,1064030,16,417291,0
128176,0,73,f,k,3,3,4,840,358011,1,459833,0
104593,0,72,f,s,4,3,5,442,542147,20,299135,1
118752,0,57,m,s,2,16,3,804,244959,20,150090,0
149912,0,76,f,d,0,19,8,385,460374,3,445856,1
132781,0,58,m,d,1,14,1,302,63930,28,476201,1
89293,0,71,f,d,2,20,8,580,907493,23,288169,0
61500,49602,50,f,m,0,20,3,379,241152,1,133846,1
33656,53071,26,f,s,2,1,5,313,699864,26,484654,1
116201,0,52,f,s,1,17,5,449,427799,12,199514,0
24578,53744,71,m,d,0,11,1,576,92205,9,305649,0
?,68303,45,m,k,2,19,2,633,109586,25,282581,1
53360,53425,44,f,k,1,3,1,373,117203,4,176257,1
52103,42574,60,m,d,0,15,2,538,140181,27,306645,1
41304,27691,53,m,k,4,19,0,527,0,12,495395,0
47141,32790,78,f,d,4,2,5,806,395416,11,118405,0
62400,19799,65,m,k,2,8,7,783,715983,3,46246,1
117155,0,29,f,s,0,16,5,648,267626,27,264302,1
62885,69194,27,m,k,1,10,2,462,272514,27,493419,1
106336,0,38,f,d,3,3,4,338,335443,15,453384,0
?,48636,35,m,d,2,17,1,779,132846,2,45829,0
119135,0,28,m,d,2,9,4,495,563977,20,1509,0
66377,40175,49,f,m,1,18,9,615,678203,30,136965,1
109135,0,75,m,s,1,5,3,835,247266,30,494048,1
110990,0,36,m,m,2,20,4,372,594513,17,183007,0
142900,0,25,f,s,4,19,5,596,478828,5,218494,1
142849,0,66,f,m,4,14,7,586,738200,4,139985,0
148272,0,75,m,k,2,?,6,466,428313,10,222938,1
52772,?,29,f,k,2,15,5,473,400753,15,66907,1
140649,0,63,?,d,3,18,0,447,0,9,135669,1
114521,0,29,m,k,?,18,0,464,0,30,34076,0
106064,0,78,f,s,4,?,1,419,97538,30,86981,0
101982,0,31,m,m,3,6,6,346,743513,29,216813,0
96301,0,45,m,k,2,2,7,708,964342,18,457286,1
77002,0,25,m,m,1,14,2,485,256330,24,?,1
27150,10677,64,m,k,1,12,0,593,0,5,342345,0
59812,?,59,m,m,1,8,4,347,358260,10,255616,0
99179,0,56,m,d,4,17,3,415,239881,13,363844,1
102510,0,42,m,d,3,20,0,727,0,8,51395,0
101989,0,57,m,m,0,2,4,644,365826,15,19399,1
81457,0,29,m,d,2,11,8,822,780483,11,68789,0
149603,0,68,f,s,0,4,5,346,460193,?,340271,0
125052,0,79,f,m,2,?,6,703,512697,15,481100,0
59939,23873,79,m,s,2,15,2,398,298319,19,?,1
106310,0,31,f,d,1,3,6,768,585931,17,244796,1
90644,0,61,m,m,0,6,7,738,823210,19,401633,0
149296,0,48,m,m,2,19,7,704,746168,27,270938,1
34640,45069,31,f,d,3,20,4,642,328334,24,295287,0
133614,0,36,f,k,1,12,3,457,392984,16,160902,1
23960,73274,38,m,k,2,8,7,506,858489,30,247630,0
49207,74310,52,f,m,0,7,1,706,63899,12,87870,1
73482,65951,70,f,d,0,15,6,799,455616,27,119057,1
81795,0,70,m,s,0,14,6,693,337490,21,145601,1
83183,0,43,f,k,4,17,2,603,292389,6,294397,1
37883,27960,46,f,m,0,20,8,835,460066,28,40296,0
125151,0,43,m,d,4,19,4,429,286312,24,?,0
122043,0,42,m,k,3,4,6,325,770856,26,394818,1
139987,0,39,m,k,3,16,2,666,116030,6,157956,0
137967,0,23,f,s,2,10,9,682,1223851,4,488919,0
83061,0,38,m,d,2,19,4,420,480730,27,119286,1
119714,0,69,m,s,0,14,3,804,224012,12,327550,1
137296,0,74,f,m,0,17,0,564,0,13,136057,0
115287,0,46,f,s,3,10,0,733,0,2,465002,0
82889,0,62,f,m,1,19,4,344,436541,21,154897,0
99643,0,69,f,d,1,6,1,384,149541,20,206907,1
138038,0,51,m,k,2,17,3,800,366200,6,268255,1
128876,0,58,?,d,0,10,2,811,149162,17,185378,1
84284,0,46,f,d,4,3,8,317,?,1,289786,0
81782,0,23,m,m,4,7,2,533,280320,18,101727,1
32564,10113,46,m,d,2,15,2,826,118080,?,236005,0
43735,21415,35,m,m,2,3,2,731,270269,23,444578,0
60239,56857,28,m,k,1,1,7,485,381628,3,399601,1
62534,69664,51,m,m,0,4,6,796,?,20,448761,1
84600,0,55,m,m,1,9,7,582,450347,9,347521,1
37875,66140,40,f,k,2,16,5,444,626436,25,231945,1
109180,0,42,f,s,2,18,7,800,709231,16,150022,0
106001,0,59,f,k,0,19,0,636,0,26,269003,0
116807,0,37,m,m,4,8,3,709,202866,7,338746,0
49701,32448,59,f,s,1,1,4,617,510989,27,407828,1
43784,10561,27,m,m,4,5,2,322,232699,6,155753,1
23940,40393,67,f,s,0,7,2,749,178190,24,140757,1
?,39386,45,f,s,1,7,6,843,628811,15,62443,0
36325,?,60,m,m,0,14,8,686,578974,15,389145,1
146447,0,78,m,m,4,1,8,715,807162,24,374310,0
127144,0,57,f,k,1,18,3,630,199582,11,456494,0
51213,40163,57,m,s,1,2,1,804,123461,16,101217,0
119538,0,57,m,k,4,19,2,739,296028,19,215794,0
128935,0,39,f,d,3,7,7,541,405483,8,294387,1
64161,11497,40,f,m,1,20,0,391,0,?,296059,1
111874,0,79,m,s,4,16,9,?,1267949,27,25647,1
59637,64013,49,f,s,1,5,5,681,491641,11,279517,0
135560,0,47,m,s,4,10,3,830,233285,25,275906,0
112458,0,67,m,k,3,5,0,579,0,25,488437,1
61569,54756,63,m,d,3,17,9,436,912472,12,192169,1
142647,0,43,?,d,2,19,0,366,0,2,?,0
25058,23986,61,m,d,4,11,4,478,211071,2,434530,0
71259,59697,29,m,m,4,4,4,695,340015,12,54281,1
127935,0,59,f,m,0,19,4,388,365027,28,456834,0
36342,51424,25,m,d,1,20,7,334,1020744,10,349246,1
129832,0,65,f,k,0,18,2,796,164101,29,85379,1
28377,54127,31,m,m,0,17,9,674,572134,28,424488,0
121517,0,32,m,k,3,11,?,483,655217,23,150931,0
26702,32036,55,f,k,1,17,4,785,446541,28,415349,0
68912,31490,?,m,s,2,7,9,840,820785,18,142126,0
58688,31705,40,m,?,3,18,5,805,253689,22,72671,0
86092,0,25,?,m,4,19,1,519,93082,18,97216,1
130056,0,37,m,d,4,17,0,566,0,14,187593,0
135407,0,48,f,d,3,4,4,478,475568,21,476886,0
109693,0,38,f,m,4,11,6,541,531385,17,126656,0
118458,0,32,m,d,4,6,4,467,446612,30,159017,0
22924,38054,76,m,d,4,12,2,385,104326,17,300667,0
137975,0,22,m,k,0,20,5,355,522707,11,164662,1
?,65106,28,f,?,3,20,9,570,647343,29,232561,0
98213,0,34,m,m,?,2,6,346,618521,24,212009,1
80401,0,63,f,m,3,16,9,757,468390,22,96713,0
62292,11434,55,f,m,2,4,9,563,1248862,22,123824,1
56209,18991,38,?,d,1,18,1,336,127008,27,256650,1
131375,0,41,f,m,1,14,0,788,0,15,317324,0
62295,12090,41,?,s,0,7,1,416,114236,16,468346,1
121160,0,40,m,d,3,20,7,742,969159,26,171480,0
34086,25022,70,f,m,1,14,9,713,752756,1,499385,1
116703,0,62,m,m,2,12,7,440,1045977,27,71723,0
37548,25347,24,f,s,3,15,8,537,771141,26,322250,1
144512,0,61,m,k,0,1,6,835,447142,20,171992,0
109713,0,22,m,d,4,10,4,401,253043,20,189866,0
123140,0,35,m,m,1,18,2,?,267881,9,155151,0
101142,0,35,m,d,4,18,6,586,871033,22,494441,0
66672,13526,50,f,d,2,2,8,340,477019,30,56718,1
93480,0,74,f,s,1,14,4,688,348788,25,294062,1
140831,0,23,m,s,2,16,8,406,657074,11,63815,1
40560,45945,80,f,k,3,6,2,455,114278,7,122341,1
28002,69506,57,m,d,0,9,4,448,597425,?,139764,0
88249,0,50,m,s,2,17,7,400,357745,17,77688,0
147664,0,40,f,k,1,19,2,457,219477,22,494801,0
22659,38426,22,?,k,0,2,3,450,231178,24,252123,0
102488,0,59,f,d,0,8,6,497,381803,?,166557,1
134955,0,66,m,k,4,?,4,423,429167,3,65126,1
70677,29181,41,f,m,1,8,9,684,1290583,12,445783,1
88894,0,27,f,m,0,8,1,708,81865,10,59147,1
79563,0,41,m,s,0,15,3,609,189879,28,57436,0
145529,0,34,f,k,3,2,2,819,110895,7,445432,0
48066,29318,34,f,k,0,1,6,684,646347,11,408153,0
20791,45332,60,f,s,3,4,4,796,535356,25,180149,1
26238,72192,31,f,s,3,2,8,348,1052195,15,203175,0
?,70823,67,m,s,3,4,6,543,864282,9,178506,1
43426,54569,55,m,s,0,3,3,363,292946,29,379962,0
143533,0,56,f,k,1,8,6,518,867454,30,18616,1
115316,0,41,f,k,2,5,6,674,587097,25,381887,0
38585,26142,20,f,m,0,16,8,774,1131634,7,461660,1
81459,0,40,f,k,3,7,1,847,126805,23,81059,1
32477,62851,71,f,m,0,5,3,822,206297,1,330016,0
98279,0,61,?,s,4,10,5,357,338737,22,64208,1
133599,0,54,m,s,4,8,6,824,777459,20,268359,0
108435,0,21,f,s,0,14,4,538,518624,10,249528,1
33663,37688,28,m,m,4,17,7,382,501064,2,245401,0
45926,59615,21,f,m,2,11,8,396,864998,15,430981,0
143450,0,69,m,s,1,8,9,483,551691,12,64388,1
39776,57534,79,m,d,1,3,?,660,115438,14,312234,1
80264,?,79,f,k,2,9,7,619,698998,14,114063,1
105382,0,72,f,d,2,5,9,633,1148390,8,245772,1
29732,30906,25,f,d,2,19,2,771,126301,26,111452,0
35299,60133,64,m,s,4,12,1,379,84222,26,477674,1
127030,0,34,m,d,2,7,2,679,287502,23,80142,0
52547,10666,47,m,s,2,12,2,654,273098,22,39147,0
140687,0,43,m,s,4,9,1,777,82825,25,239480,0
40439,52402,65,m,d,3,19,2,658,188547,19,150962,0
46759,18769,61,f,d,2,14,8,714,947516,17,352089,0
124776,0,78,m,d,1,15,4,637,497109,15,293680,0
45816,25107,39,m,d,4,13,9,692,769158,24,266141,0
92487,0,56,m,d,2,7,7,722,890418,18,247015,1
69943,17856,57,f,m,3,10,4,616,226312,6,265591,1
77985,0,48,m,m,2,2,3,424,250915,21,58783,1
98552,0,52,m,m,1,3,4,529,562815,9,62477,0
100886,0,60,f,m,4,8,4,780,441154,3,102192,0
82889,?,34,f,k,4,16,2,405,222672,5,220212,0
77289,0,26,m,d,2,5,9,726,518812,26,159634,1
126434,0,42,m,k,2,18,2,611,198332,28,101843,1
82984,0,49,f,s,1,?,7,479,363344,?,463184,0
87112,0,32,m,d,0,11,6,?,663615,12,140215,0
98327,0,52,?,d,0,3,6,?,853612,12,398475,1
114485,0,44,m,s,0,14,8,831,627197,13,280490,0
129493,0,39,m,d,0,1,6,592,353056,4,155292,0
116419,0,22,f,k,1,7,1,349,131237,1,376091,0
78537,0,23,f,d,0,8,0,650,0,8,216417,0
60397,14498,65,m,s,1,8,4,729,482171,25,178232,1
143456,0,26,f,m,3,16,6,626,759893,24,173940,0
90693,0,27,?,k,3,6,4,624,345449,9,210808,0
31219,66240,29,m,k,0,8,8,460,424408,9,484832,1
102954,0,34,m,m,0,2,9,532,577545,23,398603,0
134016,0,68,m,m,0,1,6,534,620570,?,61826,0
147988,0,73,m,d,0,8,7,447,371552,30,105261,0
39983,31287,49,m,d,3,19,0,659,0,26,134847,0
27900,55029,42,m,s,2,10,2,308,281366,24,836,0
77517,0,70,f,k,1,10,0,760,0,3,86014,1
?,20715,62,f,k,3,?,3,730,293394,30,201777,0
?,0,34,m,m,3,19,6,834,822985,9,335586,0
116423,0,40,f,m,0,6,3,761,269305,?,14461,1
31405,16241,33,f,m,1,16,5,376,414338,12,445243,0
134584,0,25,f,d,4,15,7,720,628519,3,367841,0
134463,0,24,m,s,3,18,4,589,250663,1,293101,1
67626,27595,57,f,m,1,5,6,588,349429,28,333708,1
22982,29048,72,f,m,4,16,6,374,854402,6,107568,1
94608,0,23,f,m,1,1,0,592,0,17,447876,1
25103,28854,23,f,d,?,11,6,575,574458,9,440778,0
78499,0,71,m,k,3,6,2,361,156176,21,72290,1
34294,28332,43,m,k,3,13,3,719,178519,21,211293,1
67932,10599,30,f,k,1,6,7,615,1035316,26,355294,0
